id,gender,anon,total_matches,prem_rct
165,0,0,15.99445309,0
166,1,1,8.645451796,1
167,0,1,13.43391436,1
168,1,0,1.105403473,0
169,0,1,13.66824142,1
170,1,1,16.77270244,1
171,0,1,12.34199874,1
172,1,1,46.04306472,1
173,0,0,17.4208969,0
174,1,1,15.5762166,1
175,1,0,1.022990875,0
176,1,1,9.828599442,1
177,0,0,13.68564117,0
178,1,0,2.613782209,0
179,0,1,12.7172562,1
180,0,0,16.06244472,0
181,1,0,2.519912223,0
182,0,0,12.11827795,0
183,1,0,2.728524647,0
184,0,0,16.91582517,0
185,0,0,11.97119798,0
186,0,1,17.79458525,1
187,0,1,7.940620106,1
188,0,0,11.01588119,0
189,0,0,12.07599266,0
190,0,1,9.270646347,1
191,1,1,40.05297075,1
192,0,0,11.39505781,0
193,1,0,2.248410778,0
194,0,0,8.858183518,0
195,1,0,1.712626365,0
196,1,0,3.578051448,0
197,0,0,13.60144464,0
198,1,0,2.650045371,0
199,1,1,6.005849714,1
200,1,1,13.89675377,1
201,0,0,18.88547626,0
202,0,0,13.17795877,0
203,0,1,16.16548055,1
204,0,1,9.557021925,1
205,0,0,13.74667909,1
206,0,0,14.50976544,0
207,0,0,13.76678309,0
208,0,1,9.814400233,1
209,0,0,15.40341049,0
210,1,0,8.893567954,1
211,0,1,11.56314005,1
212,1,1,35.28203865,1
213,0,0,13.69106319,0
214,0,0,17.45814268,0
215,1,1,23.24187598,1
216,0,0,12.00690465,0
217,1,1,10.35408477,1
218,0,1,15.53148465,1
219,1,0,3.867952337,0
220,0,1,13.73249748,1
221,0,1,12.6758403,1
222,1,1,45.19371038,1
223,1,0,1.464013953,0
224,1,0,4.207286347,0
225,1,1,11.93275841,1
226,0,1,14.81684119,1
227,1,1,7.166918929,1
228,0,1,14.04876514,1
229,1,1,34.26958614,1
230,1,1,25.4234715,1
231,0,0,8.923923349,0
232,1,1,47.94242576,1
233,0,1,13.74138665,1
234,1,0,2.098870381,0
235,1,1,8.954956309,1
236,0,1,11.46218971,1
237,0,1,13.77035152,1
238,1,1,7.607319754,1
239,1,0,3.635600637,0
240,1,1,18.87167568,1
241,0,1,15.61513856,1
242,0,1,8.416989125,1
243,1,0,2.297862176,0
244,1,0,3.103936466,0
245,1,0,3.362310067,0
246,0,1,8.628201073,1
247,0,0,11.90662284,0
248,1,0,1.249570239,0
249,0,1,17.46152274,1
250,0,0,10.3184168,0
251,1,0,4.011368906,0
252,1,0,1.451423437,0
253,1,0,3.327240941,0
254,1,0,3.816853582,0
255,1,1,6.958025136,1
256,1,1,39.93451851,0
257,1,0,3.751649756,0
258,1,1,7.697391775,1
259,0,1,13.69489944,1
260,0,0,12.50272852,0
261,0,0,11.70610535,0
262,0,0,12.8381401,0
263,0,1,11.75251687,1
264,1,0,1.32734655,0
265,1,0,2.122428048,0
266,0,1,13.68566341,1
267,0,1,8.889815639,1
268,1,0,2.857971561,0
269,1,0,2.1933912,0
270,0,1,17.48118062,1
271,1,0,3.974967662,0
272,1,1,16.72581536,1
273,0,1,8.867707319,1
274,0,1,10.32191332,1
275,1,1,13.577811,1
276,1,0,2.604557776,0
277,0,1,9.415486945,1
278,1,1,9.837581715,1
279,1,1,10.25112307,1
280,0,0,12.21038184,0
281,1,0,1.949033854,0
282,1,1,8.253882037,1
283,0,0,15.18940511,1
284,0,0,13.6524534,0
285,0,0,13.42481418,0
286,1,1,41.11696056,1
287,0,1,9.504807414,1
288,0,1,11.88741671,1
289,0,1,12.76920251,1
290,1,0,2.203486416,0
291,1,0,2.530126339,0
292,0,1,13.57086237,1
293,1,0,1.603946728,0
294,1,0,3.364356442,0
295,0,0,14.80995286,0
296,1,1,9.714543845,1
297,1,1,14.86904376,1
298,1,1,35.66641029,1
299,0,1,11.50491884,1
300,0,0,16.03719172,0
301,0,0,16.47515445,0
302,1,0,7.371006754,0
303,0,1,10.71394014,1
304,1,0,1.744867732,0
305,1,0,2.089026121,0
306,1,0,4.27491284,0
307,0,1,12.58410393,1
308,1,0,2.595822842,0
309,1,1,20.07242426,1
310,1,1,9.530675815,1
311,0,1,13.41979245,1
312,1,0,2.704254783,0
313,0,1,14.13615421,1
314,1,0,2.790959125,0
315,1,0,3.897435911,0
316,1,0,5.528451146,0
317,0,1,17.79432664,1
318,0,1,12.79390973,1
319,1,0,4.151732976,0
320,1,0,2.19167027,0
321,0,1,15.87011384,1
322,0,1,11.17639567,1
323,1,1,4.623983382,1
324,0,0,11.3021884,0
325,1,0,3.768526849,0
326,1,0,3.947495016,0
327,1,0,3.294869797,0
328,1,1,10.82936532,1
329,1,1,32.0805894,1
330,1,0,6.8667753,0
331,1,0,6.084888089,0
332,0,0,13.91448545,0
333,0,0,14.12522839,0
334,1,1,19.30021751,1
335,0,1,14.60003106,1
336,1,1,23.23457441,1
337,1,0,1.588298254,0
338,1,1,17.01904532,1
339,1,0,2.058440249,0
340,0,0,11.38623749,0
341,1,0,2.941590751,0
342,0,0,11.42780157,0
343,0,1,9.166983074,1
344,0,0,12.32700092,0
345,1,0,2.79703998,0
346,1,0,4.122739978,0
347,1,1,7.201139081,1
348,0,1,12.30326425,1
349,0,1,8.079730466,1
350,1,1,5.302938837,1
351,1,0,2.931703559,0
352,0,1,11.08934473,1
353,1,0,4.273205188,0
354,0,0,13.48909218,0
355,0,1,12.89031579,1
356,1,1,21.67768139,1
357,1,0,1.540988802,0
358,0,1,14.56850124,1
359,0,0,10.41286423,0
360,0,1,20.37957862,1
361,0,1,14.87476412,1
362,0,1,15.83526913,1
363,0,0,17.32911289,0
364,1,1,16.30880339,1
365,1,1,22.4333806,1
366,1,1,25.64812464,1
367,0,1,13.00655513,1
368,1,0,4.951745042,0
369,1,1,12.44256697,1
370,0,1,11.49662964,1
371,1,0,4.28599441,0
372,1,1,32.74789821,1
373,1,1,12.79412806,1
374,1,0,2.359032997,0
375,1,1,21.93457007,1
376,0,0,12.61620442,0
377,1,0,2.045979289,0
378,1,0,3.859285893,0
379,1,1,8.481941818,1
380,1,0,1.962011239,0
381,0,1,15.13489978,1
382,0,0,13.86145064,0
383,1,0,1.715934197,0
384,0,1,13.06756737,1
385,1,1,12.07742263,1
386,0,0,13.21898064,0
387,0,1,11.77157504,1
388,0,0,14.40308852,0
389,1,0,3.946041502,0
390,0,1,14.97615701,1
391,0,0,11.56533202,0
392,1,0,3.600038179,0
393,0,1,11.57403188,1
394,0,1,11.2402099,1
395,1,0,6.12545766,0
396,0,1,12.74380159,1
397,1,0,4.202789724,0
398,0,1,12.89512325,1
399,1,1,37.34699364,1
400,1,1,7.072163325,1
401,0,1,17.06625545,1
402,1,1,22.14879904,1
403,1,0,2.834352213,0
404,1,0,4.089019905,0
405,1,0,1.757931528,0
406,0,1,14.06981905,1
407,0,0,11.29883395,0
408,0,0,13.77783282,0
409,1,0,4.162129927,0
410,1,0,2.744103345,0
411,0,1,13.88072709,1
412,0,0,13.59450116,0
413,1,1,4.043604075,1
414,0,1,14.27354016,1
415,1,0,2.700842578,0
416,1,0,3.20908945,0
417,1,0,4.446500752,0
418,0,1,16.97073182,1
419,1,0,3.729614815,0
420,1,1,8.910566047,1
421,0,1,15.03106586,1
422,1,1,22.81778223,1
423,0,0,13.92578758,0
424,1,1,22.82452013,0
425,0,1,14.18550165,1
426,0,1,9.216903906,1
427,1,1,33.2672401,1
428,1,0,4.001537016,0
429,0,0,13.55851219,0
430,0,0,11.75367175,0
431,0,0,10.64456919,0
432,1,0,2.078861677,0
433,1,0,1.542757437,0
434,0,0,11.7630905,0
435,0,0,18.68267729,0
436,1,1,18.76374006,1
437,0,1,12.33128532,1
438,1,1,40.49986708,1
439,0,1,14.49919922,1
440,0,1,12.78811357,1
441,1,0,2.617178245,0
442,0,1,10.62167319,1
443,1,1,10.78322289,1
444,1,0,2.647501923,0
445,1,0,2.724656582,0
446,1,0,3.450579972,0
447,1,1,17.53589283,1
448,0,1,14.04467312,1
449,1,0,1.7619402,0
450,0,1,8.99967403,1
451,1,1,10.05144429,1
452,1,1,10.41480198,1
453,0,0,15.59201878,0
454,1,0,6.108258369,0
455,0,1,8.108900656,1
456,1,1,7.039498932,1
457,1,1,9.000694552,1
458,0,1,15.09624769,1
459,1,0,1.448140173,0
460,0,1,18.43952738,1
461,1,0,3.28051228,0
462,1,0,1.497185755,0
463,0,1,12.35695105,1
464,0,1,13.64389514,1
465,1,1,3.815405596,1
466,1,0,5.537361158,0
467,1,0,5.1131157,0
468,1,1,30.63742506,1
469,1,0,2.219067827,0
470,1,0,2.930061276,0
471,1,0,2.584357996,0
472,0,0,13.60459846,0
473,1,1,31.4593353,1
474,1,0,1.873550793,0
475,0,1,8.607263112,1
476,0,1,11.72485382,1
477,0,0,13.64222305,0
478,1,0,4.132775807,0
479,0,0,11.51109801,0
480,1,1,21.01617169,1
481,1,0,5.064815583,0
482,1,0,5.574090178,0
483,1,1,29.41136553,1
484,0,1,11.5238649,1
485,1,1,6.488233562,1
486,1,0,1.536979068,0
487,1,1,14.53755918,1
488,0,1,11.6588201,1
489,0,1,14.77608496,1
490,0,0,11.95002872,0
491,1,0,2.119740302,0
492,1,0,3.975775328,0
493,1,1,14.72828425,1
494,0,1,9.958139093,1
495,0,0,13.16493251,0
496,0,1,15.82869803,1
497,0,0,12.46193047,0
498,0,0,12.18068582,0
499,1,1,9.50533647,0
500,1,1,27.73484145,1
501,0,1,14.77607328,1
502,0,1,13.72663325,1
503,1,0,4.030653586,0
504,1,1,15.11646237,1
505,1,1,14.70321537,1
506,0,1,10.43466619,1
507,0,1,11.66652762,1
508,1,1,13.76225321,1
509,1,1,8.224341011,1
510,1,0,3.726520259,0
511,0,1,15.96230316,1
512,1,1,8.377568541,1
513,1,1,20.74262005,1
514,0,0,14.04527295,0
515,1,0,3.18907523,0
516,0,0,17.48132002,0
517,0,0,14.19779832,0
518,0,0,13.79416976,0
519,1,0,4.238464109,0
520,1,1,20.73063,1
521,0,1,10.46611459,1
522,0,0,10.95153877,0
523,1,1,37.19524545,1
524,0,0,14.52449221,0
525,1,0,2.471072578,0
526,1,1,26.78943072,1
527,1,1,32.47245212,1
528,1,1,13.40069833,1
529,1,0,4.047307215,0
530,0,0,14.27624881,0
531,0,0,11.2524265,0
532,0,0,12.05882596,0
533,0,0,11.85307773,0
534,0,0,15.00974011,0
535,0,0,12.45157833,0
536,1,0,3.239523336,0
537,1,0,1.289250197,0
538,0,0,8.371422659,0
539,1,0,5.791204414,0
540,0,1,10.24147543,1
541,0,1,14.30570558,1
542,1,0,4.474731611,0
543,1,0,3.497065953,0
544,0,1,13.79257718,1
545,0,1,13.72163886,1
546,0,0,11.67992288,0
547,1,0,5.677712159,0
548,1,1,7.97613514,1
549,1,1,42.53151694,1
550,0,0,12.68388908,0
551,0,0,9.999421942,0
552,1,0,1.44795494,0
553,0,0,14.74553974,0
554,0,1,11.19742728,1
555,1,0,3.617421886,0
556,1,1,15.89191773,1
557,0,0,13.46286514,0
558,0,1,12.22486175,1
559,1,1,38.54798369,1
560,0,0,14.00756149,0
561,0,0,13.88200167,0
562,0,1,8.814919008,1
563,0,1,15.47734248,1
564,0,0,9.640713532,0
565,0,0,15.04173482,0
566,1,0,1.060648075,0
567,0,1,13.07198929,1
568,0,1,12.84723506,1
569,0,1,15.95006915,1
570,0,1,12.4640938,1
571,1,0,2.64712001,0
572,1,1,10.6895919,1
573,1,1,20.50028112,1
574,1,1,10.12752131,1
575,0,0,16.68517482,0
576,1,1,10.72692812,1
577,0,0,10.19777392,0
578,1,0,1.638259022,0
579,1,0,8.647274998,0
580,0,1,14.82374972,1
581,1,0,4.985905432,0
582,0,1,12.23490227,1
583,1,1,21.86140538,1
584,1,1,8.21131108,1
585,1,1,6.861783188,1
586,0,1,12.69460483,1
587,0,0,12.910945,0
588,0,1,9.418298887,1
589,0,1,14.90704387,1
590,1,0,1.628905031,0
591,1,0,5.233899414,0
592,0,1,12.10660307,1
593,1,0,4.091445971,0
594,1,0,2.517341802,0
595,1,1,6.004103792,1
596,1,0,2.578121108,0
597,1,0,5.371390054,0
598,1,0,2.247656468,0
599,1,1,5.948680096,1
600,1,0,1.891499542,0
601,0,0,12.83349309,0
602,1,1,17.44070797,1
603,0,0,13.28208968,0
604,0,0,18.69845712,0
605,1,1,16.69658661,1
606,0,1,9.750449498,1
607,1,1,20.25429019,1
608,1,1,12.29027457,1
609,0,0,11.39879254,0
610,1,0,4.493301138,0
611,0,0,14.00823933,0
612,1,1,9.912506337,1
613,0,1,11.54885701,1
614,1,1,22.52814513,1
615,0,0,12.972278,0
616,1,0,4.292680714,0
617,1,1,37.7102309,1
618,1,1,34.81200131,1
619,1,0,4.763954847,0
620,0,1,8.030339924,1
621,1,0,4.65552416,0
622,1,1,7.086921995,1
623,0,1,14.78341503,1
624,0,0,12.51667152,0
625,1,1,6.719304189,1
626,0,0,17.06531475,0
627,1,1,10.87970783,1
628,1,1,15.86991604,1
629,1,1,27.64277073,1
630,0,1,14.94230996,1
631,1,0,1.803764724,0
632,0,1,9.895079849,1
633,0,1,11.03759648,1
634,1,1,6.417329832,1
635,0,1,16.75018145,1
636,0,1,15.61883251,1
637,0,0,13.08652399,0
638,1,1,6.231451694,1
639,0,1,13.10974827,1
640,1,1,11.22336105,1
641,0,0,12.76833132,0
642,1,0,5.307207516,0
643,1,0,6.033801014,0
644,1,0,3.008443398,0
645,1,1,33.26356439,1
646,0,0,14.22675104,0
647,0,1,12.92343284,1
648,1,0,2.465706333,0
649,1,0,3.407294632,0
650,0,0,9.763833945,0
651,1,0,2.231375155,0
652,1,1,12.62052406,1
653,0,1,9.749311966,1
654,1,1,6.652307582,1
655,1,0,4.328551206,0
656,0,0,15.7434162,0
657,0,1,10.03396861,1
658,1,0,6.42867608,0
659,1,0,2.33633065,0
660,1,1,23.01422392,1
661,1,1,11.73266625,1
662,0,0,15.31149846,0
663,0,1,11.73968826,1
664,0,0,12.80118065,0
665,1,1,19.66334562,1
666,0,0,15.81345889,0
667,1,0,2.745880316,0
668,0,1,7.978529543,1
669,0,1,11.16914481,1
670,1,1,28.17821832,1
671,1,1,20.74584535,1
672,1,1,14.68172071,1
673,1,0,5.206891756,0
674,1,1,4.949258703,1
675,1,0,1.145306802,0
676,0,1,10.83075971,1
677,0,0,13.30493387,0
678,0,1,12.20167602,1
679,0,1,13.84643752,1
680,0,0,8.987729072,0
681,0,1,15.26001521,1
682,1,0,3.36366395,0
683,1,1,25.49251606,1
684,1,0,4.401539454,0
685,0,1,12.79024737,1
686,1,1,35.7642477,1
687,0,1,13.09341927,1
688,1,1,44.49409344,1
689,0,1,9.696572553,1
690,0,0,14.97666387,0
691,0,1,11.51391034,1
692,1,1,18.2960845,1
693,0,0,13.02922701,0
694,0,1,13.58949642,1
695,1,0,4.069622639,0
696,1,0,3.007650135,0
697,1,0,4.255827673,0
698,1,0,2.904580919,0
699,0,1,11.5028452,1
700,1,1,17.98720311,1
701,0,0,16.98276528,0
702,1,0,2.433877672,0
703,0,1,13.24559931,1
704,1,1,11.02663101,1
705,1,1,58.29789075,1
706,0,0,13.65413632,0
707,1,1,28.02656864,1
708,1,0,4.356484784,0
709,0,1,11.00247637,1
710,1,0,5.669505537,0
711,0,1,15.39273416,1
712,0,1,13.07529858,1
713,1,1,18.41059654,1
714,1,0,5.174861458,0
715,1,1,10.3634926,1
716,0,0,13.37104427,0
717,1,1,19.32700351,1
718,1,1,9.464238678,1
719,0,1,10.51980421,1
720,1,1,7.057791531,1
721,0,0,16.99904958,0
722,0,1,12.30980652,1
723,0,0,11.22273466,0
724,1,1,9.715716937,1
725,0,0,10.19286919,0
726,1,0,3.654102632,0
727,1,1,20.43472854,1
728,0,0,11.65460758,0
729,1,0,2.774533509,0
730,1,0,5.227855401,0
731,1,1,18.72341009,1
732,1,1,7.62958695,1
733,0,1,14.5090473,1
734,0,0,14.83594506,0
735,1,1,39.61881904,1
736,1,0,4.556001409,0
737,1,1,7.939198799,1
738,1,0,3.173359015,0
739,0,0,13.62574339,0
740,0,0,14.31421779,0
741,0,1,14.29216164,1
742,1,1,30.45346025,1
743,0,1,12.22105363,1
744,1,1,32.34629844,1
745,1,1,28.751248,1
746,1,0,3.296619238,0
747,0,1,14.69540154,1
748,1,1,21.91005555,1
749,1,1,14.34387383,1
750,1,0,3.0463405,0
751,1,0,3.004891731,0
752,0,1,13.3228319,1
753,1,1,20.39065947,1
754,1,0,6.676263112,0
755,0,1,12.84897531,1
756,0,0,10.069948,0
757,1,1,6.486915145,1
758,1,1,3.345764705,1
759,1,1,42.93809107,1
760,1,1,12.77115545,1
761,1,0,2.361827097,0
762,1,1,14.98986161,1
763,1,0,3.149935233,0
764,1,0,2.630433486,0
765,1,0,3.720495077,0
766,1,1,10.14644616,1
767,1,0,3.88541473,0
768,1,0,2.034387894,0
769,0,1,14.1876429,1
770,1,1,11.2530322,1
771,0,1,8.012280099,1
772,0,1,11.11858499,1
773,1,1,8.793908629,1
774,1,0,3.174291576,0
775,0,0,15.00663696,0
776,0,0,14.14492172,0
777,0,1,11.60037674,1
778,1,1,44.72876197,1
779,1,0,2.318626275,0
780,1,0,2.142433558,0
781,0,1,8.97422074,1
782,1,0,1.995168851,0
783,0,1,9.602395094,1
784,0,0,14.31597719,0
785,1,1,23.16816049,1
786,0,1,9.10621982,1
787,1,0,8.800588565,0
788,0,1,13.0907816,1
789,1,1,28.927914,1
790,0,1,11.23193628,1
791,0,1,8.445924616,1
792,0,1,10.23539342,1
793,0,0,12.30191215,0
794,0,0,12.07704753,0
795,0,1,16.0054233,1
796,1,0,1.615158832,0
797,1,0,6.52084773,0
798,1,0,3.297820226,0
799,0,0,17.05540517,0
800,1,0,2.877108065,0
801,0,1,11.15517956,1
802,1,1,13.69137469,1
803,1,0,6.508603695,0
804,1,0,2.923868029,0
805,1,0,1.74801681,0
806,0,0,11.56920414,0
807,0,0,18.54612793,1
808,1,1,12.24724418,1
809,1,1,46.3503018,1
810,1,0,3.318760221,0
811,1,0,4.479149039,0
812,1,0,3.465176734,0
813,1,1,16.50282096,1
814,1,1,13.35129829,1
815,0,1,11.07763149,1
816,0,0,15.04515293,0
817,1,1,35.59710153,1
818,1,1,4.860654922,1
819,0,0,16.35510708,0
820,1,0,2.089607226,0
821,1,1,16.12370062,1
822,1,0,1.609830183,0
823,0,0,14.26036824,0
824,1,0,5.330864502,0
825,0,1,11.61655807,1
826,0,1,13.72537515,1
827,1,0,6.158682807,0
828,0,0,10.1471478,0
829,0,0,12.57462822,0
830,1,0,4.856668907,0
831,1,1,26.86970914,1
832,1,0,4.525419854,0
833,1,0,2.886536671,0
834,0,0,10.66105136,0
835,0,1,13.98780731,1
836,0,0,11.13490836,0
837,1,0,3.3431679,0
838,0,1,11.50484354,1
839,1,0,2.09371311,0
840,0,1,10.7480139,1
841,1,1,44.69684085,1
842,1,1,22.74140854,1
843,1,0,3.150388845,0
844,0,1,13.29097117,1
845,1,1,15.44102714,1
846,1,1,16.58513145,1
847,1,0,3.54414126,0
848,1,0,2.466038806,0
849,1,1,17.343361,1
850,0,1,12.05348956,1
851,1,0,3.377954249,0
852,1,1,7.119810917,1
853,1,0,1.839098313,0
854,1,1,25.72612817,1
855,0,1,12.43967577,1
856,1,0,5.68009072,0
857,1,1,9.854216762,1
858,0,1,12.96877484,1
859,1,0,1.429733886,0
860,0,0,12.74297822,0
861,1,1,7.936549389,1
862,0,1,12.15177968,1
863,1,0,3.312497248,0
864,1,1,18.49857887,1
865,0,1,14.61906421,1
866,0,1,13.12970683,1
867,0,0,11.72060775,0
868,0,1,12.85026627,1
869,0,0,13.56825052,0
870,1,0,4.885571373,0
871,1,1,12.70210737,1
872,1,1,22.26449899,1
873,1,0,2.340583741,0
874,1,1,39.5879077,1
875,1,1,7.769619253,1
876,1,1,9.906586969,1
877,0,1,13.82423081,1
878,1,0,3.131102401,0
879,1,1,34.29203222,1
880,0,0,12.03342764,0
881,0,0,10.75226254,0
882,0,1,13.01724784,1
883,1,0,3.988262313,0
884,0,1,10.04002901,1
885,1,0,2.919323488,0
886,0,1,11.26939402,1
887,1,0,3.46591891,0
888,1,1,38.29597226,1
889,1,1,11.13956143,1
890,0,0,12.42398548,0
891,0,0,17.63141192,0
892,0,1,14.57793786,1
893,1,1,29.12585203,1
894,0,0,12.66355082,0
895,0,0,13.77146592,0
896,1,1,7.256821352,1
897,1,0,0.424005758,0
898,0,1,14.97615524,1
899,0,1,13.56352635,1
900,0,1,13.70791735,1
901,1,1,7.078850655,1
902,0,1,13.56837437,1
903,0,1,13.03682742,1
904,1,0,3.606127989,0
905,1,0,5.808281362,0
906,1,0,2.098135371,0
907,1,0,2.460955628,0
908,1,1,21.65912747,1
909,0,1,9.401825716,1
910,0,1,12.6944407,1
911,1,1,27.36698585,1
912,1,0,2.567290514,0
913,1,0,4.10897152,0
914,1,0,3.642827096,0
915,0,1,11.20502438,1
916,1,0,2.56639645,0
917,0,1,10.13932661,1
918,1,0,3.100884715,0
919,1,1,15.80326597,1
920,0,1,10.85975064,1
921,1,0,4.268339889,0
922,0,1,14.7574145,1
923,0,0,11.82207782,0
924,1,1,11.94138922,1
925,1,0,4.059637792,0
926,1,1,17.30179913,1
927,0,0,16.16383125,0
928,1,0,4.311564476,0
929,1,1,47.15462713,1
930,0,1,12.53113788,1
931,0,0,18.62007782,0
932,1,0,2.119301367,0
933,1,1,28.39837012,1
934,0,0,16.77517987,0
935,1,1,43.38223274,1
936,1,1,16.60245105,1
937,0,0,9.960732301,0
938,0,0,16.19883718,0
939,0,0,12.87248612,0
940,1,1,29.16134301,1
941,1,1,25.33963036,1
942,0,1,12.91188093,1
943,1,0,2.283921536,0
944,0,1,13.40829432,1
945,1,0,3.159975749,0
946,1,0,4.428477569,0
947,0,0,11.2901338,0
948,0,1,11.98586288,1
949,1,1,14.93559287,1
950,1,1,18.59051097,1
951,0,1,8.564935423,1
952,1,1,10.86986905,1
953,0,1,9.019234912,1
954,1,0,2.533569339,0
955,0,1,12.63997061,1
956,0,1,10.41386191,1
957,0,1,14.32063423,1
958,1,0,3.453493022,0
959,1,0,4.468913056,0
960,0,1,11.71074384,1
961,1,1,12.18459326,1
962,1,0,6.696871967,0
963,1,1,5.963794881,1
964,1,1,46.0159264,1
965,1,1,39.12133378,1
966,0,1,9.253111634,1
967,1,0,2.120052118,0
968,1,0,4.084813314,0
969,1,0,4.053786658,0
970,0,0,10.06188541,0
971,1,1,56.34593045,1
972,0,1,9.485249527,1
973,1,1,13.99502714,1
974,1,0,4.239036384,0
975,0,1,13.73926348,1
976,0,0,14.53234273,0
977,0,0,11.58259704,0
978,0,1,8.293169352,1
979,0,0,14.21791258,0
980,1,1,36.82044865,1
981,1,1,19.47826822,1
982,1,0,3.967524733,0
983,0,1,11.76194229,1
984,0,0,15.00156378,0
985,1,1,35.12014629,1
986,1,1,2.060706279,1
987,0,1,10.16191295,1
988,1,0,6.084990477,0
989,0,1,12.78634315,1
990,0,0,17.1316482,0
991,0,1,13.82077899,1
992,1,1,31.38590439,1
993,1,0,3.376982885,0
994,1,1,36.08238542,1
995,1,1,2.753884188,1
996,0,1,14.44097395,1
997,1,0,3.677435393,0
